_id,Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,LowCI,HighCI,Confidence Interval,Start Year,Start Month,Start Day,Quartile Range
6632fce493e8839926d41cd4,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Alabama,Alabama,2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,22.3,19.6,25.1,19.6 - 25.1,2020,8,19,20.6-22.5
6632fce493e8839926d41cd5,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Alaska,Alaska,2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,16.7,14.2,19.5,14.2 - 19.5,2020,8,19,12.2-18.4
6632fce493e8839926d41cd6,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Arizona,Arizona,2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,18.3,16.1,20.7,16.1 - 20.7,2020,8,19,12.2-18.4
6632fce493e8839926d41cd7,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Arkansas,Arkansas,2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,24.1,20.8,27.7,20.8 - 27.7,2020,8,19,22.6-26.8
6632fce493e8839926d41cd8,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,California,California,2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,15.8,14.4,17.4,14.4 - 17.4,2020,8,19,12.2-18.4
6632fce493e8839926d41cd9,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Colorado,Colorado,2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,17,15.1,19.1,15.1 - 19.1,2020,8,19,12.2-18.4
6632fce493e8839926d41cda,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Connecticut,Connecticut,2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,18.8,15.7,22.3,15.7 - 22.3,2020,8,19,18.5-20.5
6632fce493e8839926d41cdb,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Delaware,Delaware,2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,19.8,16.4,23.6,16.4 - 23.6,2020,8,19,18.5-20.5
6632fce493e8839926d41cdc,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,District of Columbia,District of Columbia,2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,18,13.8,22.8,13.8 - 22.8,2020,8,19,12.2-18.4
6632fce493e8839926d41cdd,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Florida,Florida,2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,19,16.4,21.7,16.4 - 21.7,2020,8,19,18.5-20.5
6632fce493e8839926d41cde,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Georgia,Georgia,2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,21.1,18.5,23.9,18.5 - 23.9,2020,8,19,20.6-22.5
6632fce493e8839926d41cdf,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Hawaii,Hawaii,2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,12.2,9.8,15,9.8 - 15.0,2020,8,19,12.2-18.4
6632fce493e8839926d41ce0,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Idaho,Idaho,2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,22.5,19.8,25.4,19.8 - 25.4,2020,8,19,20.6-22.5
6632fce493e8839926d41ce1,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Illinois,Illinois,2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,17.2,14.9,19.6,14.9 - 19.6,2020,8,19,12.2-18.4
6632fce493e8839926d41ce2,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Indiana,Indiana,2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,23.5,20.7,26.4,20.7 - 26.4,2020,8,19,22.6-26.8
6632fce493e8839926d41ce3,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Iowa,Iowa,2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,23.1,19.9,26.5,19.9 - 26.5,2020,8,19,22.6-26.8
6632fce493e8839926d41ce4,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Kansas,Kansas,2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,21.2,17.9,24.7,17.9 - 24.7,2020,8,19,20.6-22.5
6632fce493e8839926d41ce5,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Kentucky,Kentucky,2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,26.8,23,30.9,23.0 - 30.9,2020,8,19,22.6-26.8
6632fce493e8839926d41ce6,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Louisiana,Louisiana,2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,23.6,20.6,26.9,20.6 - 26.9,2020,8,19,22.6-26.8
6632fce493e8839926d41ce7,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Maine,Maine,2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,23.1,19.4,27.1,19.4 - 27.1,2020,8,19,22.6-26.8
6632fce493e8839926d41ce8,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Maryland,Maryland,2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,17.1,15.1,19.3,15.1 - 19.3,2020,8,19,12.2-18.4
6632fce493e8839926d41ce9,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Massachusetts,Massachusetts,2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,19.9,18,21.9,18.0 - 21.9,2020,8,19,18.5-20.5
6632fce493e8839926d41cea,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Michigan,Michigan,2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,20.4,17.7,23.3,17.7 - 23.3,2020,8,19,18.5-20.5
6632fce493e8839926d41ceb,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Minnesota,Minnesota,2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,20.6,18.3,23,18.3 - 23.0,2020,8,19,20.6-22.5
6632fce493e8839926d41cec,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Mississippi,Mississippi,2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,20.8,17.4,24.7,17.4 - 24.7,2020,8,19,20.6-22.5
6632fce493e8839926d41ced,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Missouri,Missouri,2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,23.7,21,26.6,21.0 - 26.6,2020,8,19,22.6-26.8
6632fce493e8839926d41cee,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Montana,Montana,2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,18.4,15.5,21.5,15.5 - 21.5,2020,8,19,12.2-18.4
6632fce493e8839926d41cef,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Nebraska,Nebraska,2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,23.6,20.1,27.3,20.1 - 27.3,2020,8,19,22.6-26.8
6632fce493e8839926d41cf0,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Nevada,Nevada,2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,15,12.8,17.5,12.8 - 17.5,2020,8,19,12.2-18.4
6632fce493e8839926d41cf1,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,New Hampshire,New Hampshire,2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,21.1,17.4,25.2,17.4 - 25.2,2020,8,19,20.6-22.5
6632fce493e8839926d41cf2,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,New Jersey,New Jersey,2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,18.7,16.2,21.5,16.2 - 21.5,2020,8,19,18.5-20.5
6632fce493e8839926d41cf3,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,New Mexico,New Mexico,2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,18.5,15.5,21.9,15.5 - 21.9,2020,8,19,18.5-20.5
6632fce493e8839926d41cf4,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,New York,New York,2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,17.8,15.3,20.5,15.3 - 20.5,2020,8,19,12.2-18.4
6632fce493e8839926d41cf5,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,North Carolina,North Carolina,2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,19.4,16.7,22.3,16.7 - 22.3,2020,8,19,18.5-20.5
6632fce493e8839926d41cf6,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,North Dakota,North Dakota,2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,19.6,15.8,23.9,15.8 - 23.9,2020,8,19,18.5-20.5
6632fce493e8839926d41cf7,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Ohio,Ohio,2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,21.7,18.4,25.4,18.4 - 25.4,2020,8,19,20.6-22.5
6632fce493e8839926d41cf8,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Oklahoma,Oklahoma,2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,21.9,19.1,24.8,19.1 - 24.8,2020,8,19,20.6-22.5
6632fce493e8839926d41cf9,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Oregon,Oregon,2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,22.9,20.1,25.9,20.1 - 25.9,2020,8,19,22.6-26.8
6632fce493e8839926d41cfa,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,22.1,19.1,25.3,19.1 - 25.3,2020,8,19,20.6-22.5
6632fce493e8839926d41cfb,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Rhode Island,Rhode Island,2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,23.1,19.4,27.2,19.4 - 27.2,2020,8,19,22.6-26.8
6632fce493e8839926d41cfc,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,South Carolina,South Carolina,2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,20.5,17.8,23.4,17.8 - 23.4,2020,8,19,18.5-20.5
6632fce493e8839926d41cfd,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,South Dakota,South Dakota,2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,17.8,14.2,21.7,14.2 - 21.7,2020,8,19,12.2-18.4
6632fce493e8839926d41cfe,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Tennessee,Tennessee,2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,21.2,18.4,24.1,18.4 - 24.1,2020,8,19,20.6-22.5
6632fce493e8839926d41cff,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Texas,Texas,2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,16.4,14.4,18.5,14.4 - 18.5,2020,8,19,12.2-18.4
6632fce493e8839926d41d00,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Utah,Utah,2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,23.9,21.1,26.8,21.1 - 26.8,2020,8,19,22.6-26.8
6632fce493e8839926d41d01,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Vermont,Vermont,2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,23.2,18.5,28.5,18.5 - 28.5,2020,8,19,22.6-26.8
6632fce493e8839926d41d02,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Virginia,Virginia,2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,18.9,16.6,21.5,16.6 - 21.5,2020,8,19,18.5-20.5
6632fce493e8839926d41d03,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Washington,Washington,2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,20.9,19.3,22.6,19.3 - 22.6,2020,8,19,20.6-22.5
6632fce493e8839926d41d04,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,West Virginia,West Virginia,2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,22.4,18.8,26.3,18.8 - 26.3,2020,8,19,20.6-22.5
6632fce493e8839926d41d05,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Wisconsin,Wisconsin,2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,19.7,17.3,22.2,17.3 - 22.2,2020,8,19,18.5-20.5
6632fce493e8839926d41d06,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Wyoming,Wyoming,2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,18.7,15,22.7,15.0 - 22.7,2020,8,19,18.5-20.5
6632fce493e8839926d41d07,"Received Counseling or Therapy, Last 4 Weeks",National Estimate,United States,United States,2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,8.7,8.3,9.2,8.3 - 9.2,2020,8,19,
6632fce493e8839926d41d08,"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,18 - 29 years,2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,12.2,10.9,13.7,10.9 - 13.7,2020,8,19,
6632fce493e8839926d41d09,"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,30 - 39 years,2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,11.7,11,12.6,11.0 - 12.6,2020,8,19,
6632fce493e8839926d41d0a,"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,40 - 49 years,2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,10,9.4,10.5,9.4 - 10.5,2020,8,19,
6632fce493e8839926d41d0b,"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,50 - 59 years,2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,8.4,7.6,9.2,7.6 - 9.2,2020,8,19,
6632fce493e8839926d41d0c,"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,60 - 69 years,2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,5.4,4.9,6,4.9 - 6.0,2020,8,19,
6632fce493e8839926d41d0d,"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,70 - 79 years,2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,4.1,3.4,5,3.4 - 5.0,2020,8,19,
6632fce493e8839926d41d0e,"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,80 years and above,2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,3,2,4.4,2.0 - 4.4,2020,8,19,
6632fce493e8839926d41d0f,"Received Counseling or Therapy, Last 4 Weeks",By Sex,United States,Male,2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,6.7,6.2,7.3,6.2 - 7.3,2020,8,19,
6632fce493e8839926d41d10,"Received Counseling or Therapy, Last 4 Weeks",By Sex,United States,Female,2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,10.6,10.1,11.2,10.1 - 11.2,2020,8,19,
6632fce493e8839926d41d11,"Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,4.8,4.5,5.1,4.5 - 5.1,2020,8,19,
6632fce493e8839926d41d12,"Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,15.7,14.8,16.6,14.8 - 16.6,2020,8,19,
6632fce493e8839926d41d13,"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,7.3,6.2,8.4,6.2 - 8.4,2020,8,19,
6632fce493e8839926d41d14,"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,9.4,8.9,9.8,8.9 - 9.8,2020,8,19,
6632fce493e8839926d41d15,"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,7.7,6.7,8.7,6.7 - 8.7,2020,8,19,
6632fce493e8839926d41d16,"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,6.2,5.1,7.5,5.1 - 7.5,2020,8,19,
6632fce493e8839926d41d17,"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,10.6,9,12.4,9.0 - 12.4,2020,8,19,
6632fce493e8839926d41d18,"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Less than a high school diploma,2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,7.1,5.6,8.8,5.6 - 8.8,2020,8,19,
6632fce493e8839926d41d19,"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,High school diploma or GED,2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,6.6,5.9,7.5,5.9 - 7.5,2020,8,19,
6632fce493e8839926d41d1a,"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Some college/Associate's degree,2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,8.7,8,9.4,8.0 - 9.4,2020,8,19,
6632fce493e8839926d41d1b,"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,2,13,"Aug 19 - Aug 31, 2020",2020-08-19T00:00:00.000Z,2020-08-31T00:00:00.000Z,11.1,10.6,11.5,10.6 - 11.5,2020,8,19,
